Chr,C2U start,C2U end,U/C,Strand
chr17,53854245,53854246,0.117647,+
chr17,53854547,53854548,0.125,+
chr17,54942718,54942719,0.1,+
chr17,54942732,54942733,0.1,+
chr17,54944271,54944272,0.133333,+
chr17,54966208,54966209,0.105263,-
chr17,54966322,54966323,0.15,-
chr17,54966341,54966342,0.108108,-
chr17,54966537,54966538,0.171429,-
chr17,55016055,55016056,0.104167,-
chr17,55016196,55016197,0.115942,-
chr17,55016311,55016312,0.155556,-
chr17,55016455,55016456,0.115385,-
chr17,55083906,55083907,0.189655,+
chr17,55084041,55084042,0.240741,+
chr17,55084056,55084057,0.126984,+
chr17,55123538,55123539,0.121212,+
chr17,55184386,55184387,0.102804,+
chr17,55197719,55197720,0.119565,+
chr17,55198093,55198094,0.16129,+
chr17,55198131,55198132,0.142857,+
chr17,55198148,55198149,0.151163,+
chr17,55198161,55198162,0.134146,+
chr17,55198220,55198221,0.111111,+
chr17,55198262,55198263,0.130435,+
chr17,55198345,55198346,0.121212,+
chr17,55198384,55198385,0.136752,+
chr17,55198393,55198394,0.106061,+
chr17,55757977,55757978,0.128205,+
chr17,55758605,55758606,0.117647,+
chr17,55758657,55758658,0.136364,+
chr17,55759804,55759805,0.108696,+
chr17,55760534,55760535,0.159091,+
chr17,55761979,55761980,0.117647,+
chr17,55917065,55917066,0.113333,-
chr17,55917104,55917105,0.188235,-
chr17,55939787,55939788,0.176471,-
chr17,55963054,55963055,0.147059,-
chr17,56050534,56050535,0.132075,-
chr17,56050559,56050560,0.1,-
chr17,56050575,56050576,0.170732,-
chr17,56050619,56050620,0.162162,-
chr17,56050681,56050682,0.114286,-
chr17,56050739,56050740,0.104478,-
chr17,56051055,56051056,0.22807,-
chr17,56051059,56051060,0.118644,-
chr17,56051089,56051090,0.111111,-
chr17,56051216,56051217,0.108696,-
chr17,56051987,56051988,0.130435,-
chr17,56072011,56072012,0.102564,-
chr17,56081020,56081021,0.107527,-
chr17,56081233,56081234,0.137097,-
chr17,56081580,56081581,0.128378,-
chr17,56166712,56166713,0.162602,+
chr17,56166769,56166770,0.1875,+
chr17,56166964,56166965,0.128378,+
chr17,56172583,56172584,0.1,+
chr17,56422931,56422932,0.211765,-
chr17,56423167,56423168,0.182927,-
chr17,56423486,56423487,0.206468,-
chr17,56423495,56423496,0.220513,-
chr17,56423539,56423540,0.198795,-
chr17,56428817,56428818,0.108434,-
chr17,56428836,56428837,0.144444,-
chr17,56566954,56566955,0.129032,-
chr17,56568623,56568624,0.119048,-
chr17,56572307,56572308,0.103448,-
chr17,56809859,56809860,0.129032,+
chr17,57058094,57058095,0.151515,+
chr17,57058454,57058455,0.117647,+
chr17,57060435,57060436,0.1,+
chr17,57061167,57061168,0.1,+
chr17,57061343,57061344,0.186441,+
chr17,57075613,57075614,0.114286,-
chr17,57075624,57075625,0.1875,-
chr17,57075659,57075660,0.105263,-
chr17,57075747,57075748,0.118644,-
chr17,57075758,57075759,0.136364,-
chr17,57076047,57076048,0.204545,-
chr17,57076049,57076050,0.130435,-
chr17,57076067,57076068,0.109091,-
chr17,57089775,57089776,0.128205,-
chr17,57125073,57125074,0.127273,-
chr17,57134288,57134289,0.130435,-
chr17,57157156,57157157,0.107692,-
chr17,57189416,57189417,0.162162,-
chr17,57189510,57189511,0.157895,-
chr17,57189627,57189628,0.12963,-
chr17,57189692,57189693,0.137931,-
chr17,57279632,57279633,0.108696,+
chr17,57280284,57280285,0.104167,+
chr17,57281286,57281287,0.113636,+
chr17,57282602,57282603,0.175439,+
chr17,57288058,57288059,0.12,+
chr17,57288935,57288936,0.139535,+
chr17,57290521,57290522,0.145833,+
chr17,57292323,57292324,0.120879,+
chr17,57292513,57292514,0.153846,+
chr17,57292546,57292547,0.102941,+
chr17,57292551,57292552,0.234375,+
chr17,57292554,57292555,0.116667,+
chr17,57353248,57353249,0.113636,+
chr17,57654710,57654711,0.131148,+
chr17,57663568,57663569,0.104839,+
chr17,57683005,57683006,0.108108,+
chr17,57684442,57684443,0.128205,+
chr17,57685412,57685413,0.196078,+
chr17,57733290,57733291,0.105263,+
chr17,57744171,57744172,0.137255,+
chr17,57744310,57744311,0.111111,+
chr17,57751060,57751061,0.122951,+
chr17,57751127,57751128,0.13253,+
chr17,57752076,57752077,0.1,+
chr17,57759058,57759059,0.165877,+
chr17,57759088,57759089,0.157609,+
chr17,57759717,57759718,0.11236,+
chr17,57760336,57760337,0.119565,+
chr17,57760506,57760507,0.101064,+
chr17,57763164,57763165,0.1,+
chr17,57771249,57771250,0.102804,+
chr17,57771346,57771347,0.105,+
chr17,57772203,57772204,0.126316,+
chr17,57772386,57772387,0.142857,+
chr17,57772423,57772424,0.136364,+
chr17,57772445,57772446,0.129032,+
chr17,57774802,57774803,0.110092,-
chr17,57774829,57774830,0.134328,-
chr17,57774893,57774894,0.115044,-
chr17,57917429,57917430,0.111111,+
chr17,57917548,57917549,0.284211,+
chr17,57917570,57917571,0.117188,+
chr17,57917704,57917705,0.115385,+
chr17,57917728,57917729,0.1,+
chr17,57917866,57917867,0.151899,+
chr17,57937095,57937096,0.139535,-
chr17,57937184,57937185,0.108108,-
chr17,57937623,57937624,0.131579,-
chr17,58012610,58012611,0.108108,+
chr17,58024065,58024066,0.117647,+
chr17,58024277,58024278,0.130435,+
chr17,58024472,58024473,0.129032,+
chr17,58024716,58024717,0.102041,+
chr17,58025037,58025038,0.133333,+
chr17,58025309,58025310,0.116279,+
chr17,58025480,58025481,0.1,+
chr17,58025530,58025531,0.333333,+
chr17,58026108,58026109,0.106061,+
chr17,58026404,58026405,0.108696,+
chr17,58027283,58027284,0.222222,+
chr17,58034633,58034634,0.148936,-
chr17,58120562,58120563,0.16129,-
chr17,58121264,58121265,0.1,-
chr17,58179750,58179751,0.166667,-
chr17,58179849,58179850,0.116279,-
chr17,58255189,58255190,0.125,-
chr17,58256537,58256538,0.15942,-
chr17,58256713,58256714,0.136364,-
chr17,58282976,58282977,0.130435,-
chr17,58303442,58303443,0.114286,-
chr17,58522681,58522682,0.1,-
chr17,58523008,58523009,0.12766,-
chr17,58523105,58523106,0.153846,-
chr17,58523306,58523307,0.125,-
chr17,58523314,58523315,0.162162,-
chr17,58523727,58523728,0.111111,-
chr17,58539211,58539212,0.125,-
chr17,58740826,58740827,0.156522,+
chr17,58741165,58741166,0.149425,+
chr17,58741312,58741313,0.104167,+
chr17,58741346,58741347,0.181818,+
chr17,58741511,58741512,0.132075,+
chr17,58741528,58741529,0.142857,+
chr17,58741572,58741573,0.131579,+
chr17,58741646,58741647,0.116279,+
chr17,59469753,59469754,0.189873,+
chr17,59470106,59470107,0.142857,+
chr17,59486414,59486415,0.290323,+
chr17,59667935,59667936,0.128205,-
chr17,59668054,59668055,0.160112,-
chr17,59758891,59758892,0.150943,-
chr17,59759078,59759079,0.1,-
chr17,59759085,59759086,0.212766,-
chr17,59759148,59759149,0.170732,-
chr17,59759331,59759332,0.102041,-
chr17,59759917,59759918,0.128205,-
chr17,59760072,59760073,0.103448,-
chr17,59760645,59760646,0.157895,-
chr17,59760650,59760651,0.15625,-
chr17,59760828,59760829,0.1,-
chr17,59761155,59761156,0.150943,-
chr17,59763046,59763047,0.205882,-
chr17,59763334,59763335,0.102041,-
chr17,59885866,59885867,0.14,-
chr17,59944840,59944841,0.102564,-
chr17,60020126,60020127,0.235294,-
chr17,60020131,60020132,0.107143,-
chr17,60020301,60020302,0.1,-
chr17,60020435,60020436,0.152174,-
chr17,60020796,60020797,0.132075,-
chr17,60020909,60020910,0.105263,-
chr17,60021269,60021270,0.155556,-
chr17,60021517,60021518,0.129032,-
chr17,60021557,60021558,0.109091,-
chr17,60022315,60022316,0.16,-
chr17,60022425,60022426,0.138889,-
chr17,60022902,60022903,0.395349,-
chr17,60023007,60023008,0.102564,-
chr17,60023795,60023796,0.173077,-
chr17,60033768,60033769,0.115385,-
chr17,60040229,60040230,0.130435,-
chr17,60042666,60042667,0.190476,-
chr17,60059682,60059683,0.105263,-
chr17,60061652,60061653,0.102041,-
chr17,60129955,60129956,0.135135,-
chr17,60518094,60518095,0.107143,+
chr17,60685462,60685463,0.184211,+
chr17,60690337,60690338,0.125,+
chr17,60690543,60690544,0.135135,+
chr17,61499256,61499257,0.128205,+
chr17,61502022,61502023,0.108108,+
chr17,61502342,61502343,0.166667,+
chr17,61502624,61502625,0.16129,+
chr17,61504004,61504005,0.111111,+
chr17,61504090,61504091,0.119048,+
chr17,61504134,61504135,0.1,+
chr17,61504299,61504300,0.1,+
chr17,61504631,61504632,0.147059,+
chr17,61504897,61504898,0.195122,+
chr17,61509792,61509793,0.186441,-
chr17,61509936,61509937,0.148936,-
chr17,61510904,61510905,0.166667,-
chr17,61669157,61669158,0.140625,+
chr17,61669887,61669888,0.142857,+
chr17,61670257,61670258,0.142857,+
chr17,61670350,61670351,0.112903,+
chr17,61670397,61670398,0.106383,+
chr17,61670522,61670523,0.103448,+
chr17,61684682,61684683,0.11828,+
chr17,61685370,61685371,0.107914,+
chr17,61685499,61685500,0.239583,+
chr17,61685681,61685682,0.265957,+
chr17,61772538,61772539,0.24359,+
chr17,61772720,61772721,0.107692,+
chr17,61772727,61772728,0.155172,+
chr17,61772865,61772866,0.1375,+
chr17,61773068,61773069,0.133333,+
chr17,61773089,61773090,0.108108,+
chr17,61773180,61773181,0.151515,+
chr17,61773566,61773567,0.128205,+
chr17,61773640,61773641,0.186047,+
chr17,61773644,61773645,0.243243,+
chr17,61780223,61780224,0.2,-
chr17,61780228,61780229,0.108108,-
chr17,61780389,61780390,0.179487,-
chr17,61780749,61780750,0.105263,-
chr17,61780790,61780791,0.125,-
chr17,61781840,61781841,0.111111,-
chr17,61822817,61822818,0.158416,-
chr17,61822832,61822833,0.138298,-
chr17,61822905,61822906,0.122807,-
chr17,61823125,61823126,0.110465,-
chr17,61823214,61823215,0.129032,-
chr17,61823604,61823605,0.204918,-
chr17,61823742,61823743,0.102804,-
chr17,61823749,61823750,0.168675,-
chr17,61824078,61824079,0.135294,-
chr17,61829394,61829395,0.102041,-
chr17,61890617,61890618,0.109756,+
chr17,61894299,61894300,0.102804,+
chr17,61895397,61895398,0.165217,+
chr17,61895687,61895688,0.124138,+
chr17,61895703,61895704,0.125,+
chr17,61896092,61896093,0.13253,+
chr17,61896396,61896397,0.12,+
chr17,61896598,61896599,0.192771,+
chr17,61896607,61896608,0.133333,+
chr17,61896935,61896936,0.125,-
chr17,61909768,61909769,0.137931,-
chr17,61909813,61909814,0.288591,-
chr17,61910022,61910023,0.131148,-
chr17,61910252,61910253,0.130081,-
chr17,62116955,62116956,0.233333,-
chr17,62225348,62225349,0.133333,-
chr17,62290206,62290207,0.142857,-
chr17,62290311,62290312,0.129032,-
chr17,62290756,62290757,0.125,-
chr17,62494545,62494546,0.102564,-
chr17,62495135,62495136,0.102041,-
chr17,62495267,62495268,0.113402,-
chr17,62495280,62495281,0.164835,-
chr17,62495576,62495577,0.114286,-
chr17,62495789,62495790,0.105263,-
chr17,62495876,62495877,0.189542,-
chr17,62495908,62495909,0.11,-
chr17,62495955,62495956,0.145522,-
chr17,62496194,62496195,0.116208,-
chr17,62496280,62496281,0.125313,-
chr17,62496296,62496297,0.107143,-
chr17,62496340,62496341,0.100694,-
chr17,62499164,62499165,0.151515,-
chr17,62499184,62499185,0.15,-
chr17,62499425,62499426,0.117424,-
chr17,62499433,62499434,0.102128,-
chr17,62499562,62499563,0.119355,-
chr17,62506366,62506367,0.114754,+
chr17,62506369,62506370,0.174603,+
chr17,62512872,62512873,0.145833,+
chr17,62541514,62541515,0.230769,-
chr17,62541525,62541526,0.209302,-
chr17,62541875,62541876,0.109375,-
chr17,62541964,62541965,0.105263,-
chr17,62551031,62551032,0.137931,-
chr17,62552055,62552056,0.108108,-
chr17,62557634,62557635,0.125,-
chr17,62558974,62558975,0.112676,-
chr17,62743396,62743397,0.101449,-
chr17,62964302,62964303,0.116279,-
chr17,62964414,62964415,0.234568,-
chr17,62969435,62969436,0.129032,-
chr17,62971302,62971303,0.1875,-
chr17,63006861,63006862,0.116279,-
chr17,63007102,63007103,0.103448,-
chr17,63007256,63007257,0.170213,-
chr17,63007262,63007263,0.105263,-
chr17,63007734,63007735,0.152542,-
chr17,63008106,63008107,0.139241,-
chr17,63008251,63008252,0.110092,-
chr17,63008288,63008289,0.243478,-
chr17,63008309,63008310,0.159574,-
chr17,63008388,63008389,0.126582,-
chr17,63008505,63008506,0.12,-
chr17,63008711,63008712,0.129412,-
chr17,63008885,63008886,0.122222,-
chr17,63008986,63008987,0.188235,-
chr17,63009013,63009014,0.11,-
chr17,63009127,63009128,0.12963,-
chr17,63009141,63009142,0.101852,-
chr17,63009425,63009426,0.209302,-
chr17,63009452,63009453,0.230769,-
chr17,63009817,63009818,0.194444,-
chr17,63010108,63010109,0.1,-
chr17,63010401,63010402,0.147368,-
chr17,63010508,63010509,0.142857,-
chr17,63010786,63010787,0.108108,-
chr17,63524964,63524965,0.314286,-
chr17,63525631,63525632,0.16129,-
chr17,64193994,64193995,0.145833,+
chr17,64800892,64800893,0.102564,+
chr17,64801093,64801094,0.131579,+
chr17,64804763,64804764,0.151515,+
chr17,64806141,64806142,0.113636,+
chr17,64806187,64806188,0.171429,+
chr17,65067205,65067206,0.117647,-
chr17,65067778,65067779,0.115385,-
chr17,65068888,65068889,0.1,-
chr17,65069244,65069245,0.117647,-
chr17,65069976,65069977,0.1875,-
chr17,65074244,65074245,0.166667,-
chr17,65103379,65103380,0.105263,-
chr17,65105759,65105760,0.108108,-
chr17,65334043,65334044,0.1,-
chr17,65334209,65334210,0.136364,-
chr17,65335824,65335825,0.108108,-
chr17,65336001,65336002,0.153846,-
chr17,65336657,65336658,0.126761,-
chr17,65336826,65336827,0.211765,-
chr17,65688801,65688802,0.103448,+
chr17,65722748,65722749,0.116279,+
chr17,65734082,65734083,0.128205,+
chr17,65734263,65734264,0.101695,+
chr17,65735079,65735080,0.103175,+
chr17,65735104,65735105,0.151786,+
chr17,65735689,65735690,0.174757,+
chr17,65740024,65740025,0.172662,+
chr17,65850110,65850111,0.122807,+
chr17,65850191,65850192,0.2,+
chr17,65850237,65850238,0.121212,+
chr17,65850440,65850441,0.109091,+
chr17,65850661,65850662,0.155556,+
chr17,65850769,65850770,0.111111,+
chr17,65850773,65850774,0.137255,+
chr17,65900884,65900885,0.125,+
chr17,65900923,65900924,0.1,+
chr17,65907062,65907063,0.12069,+
chr17,65907214,65907215,0.123288,+
chr17,65907325,65907326,0.116883,+
chr17,65907563,65907564,0.12069,+
chr17,65907650,65907651,0.114286,+
chr17,65908153,65908154,0.105263,+
chr17,65909057,65909058,0.18,+
chr17,65909095,65909096,0.104478,+
chr17,65909234,65909235,0.166667,+
chr17,65960473,65960474,0.117021,+
chr17,65971984,65971985,0.122222,+
chr17,65971987,65971988,0.1,+
chr17,65977625,65977626,0.183099,+
chr17,65977771,65977772,0.15,+
chr17,65978281,65978282,0.133333,+
chr17,65978512,65978513,0.104167,+
chr17,65978927,65978928,0.1,+
chr17,66042784,66042785,0.103226,+
chr17,66121806,66121807,0.114286,+
chr17,66123286,66123287,0.1,+
chr17,66124294,66124295,0.137931,+
chr17,66125021,66125022,0.108696,+
chr17,66246569,66246570,0.2,+
chr17,66250641,66250642,0.165138,+
chr17,66250656,66250657,0.151515,+
chr17,66250679,66250680,0.131579,+
chr17,66253143,66253144,0.206897,+
chr17,66253178,66253179,0.117647,+
chr17,66253193,66253194,0.10687,+
chr17,66527925,66527926,0.116667,+
chr17,67243587,67243588,0.108108,-
chr17,67250530,67250531,0.117647,-
chr17,70642371,70642372,0.128205,-
chr17,71203666,71203667,0.106383,-
chr17,71203679,71203680,0.133333,-
chr17,71203765,71203766,0.140351,-
chr17,71203791,71203792,0.108108,-
chr17,71203994,71203995,0.152174,-
chr17,71204034,71204035,0.220339,-
chr17,71204125,71204126,0.109756,-
chr17,71204185,71204186,0.114754,-
chr17,71204586,71204587,0.137931,-
chr17,71204605,71204606,0.101695,-
chr17,71204746,71204747,0.128205,-
chr17,71204911,71204912,0.210526,-
chr17,71205062,71205063,0.1875,-
chr17,71205399,71205400,0.117647,-
chr17,71205511,71205512,0.196721,-
chr17,71205606,71205607,0.104167,-
chr17,71243633,71243634,0.1,+
chr17,71243843,71243844,0.104167,+
chr17,71243859,71243860,0.115385,+
chr17,71243955,71243956,0.142857,+
chr17,71244460,71244461,0.116667,+
chr17,71244593,71244594,0.130435,+
chr17,71244689,71244690,0.102941,+
chr17,71279796,71279797,0.1,-
chr17,71279974,71279975,0.14,-
chr17,71280138,71280139,0.108108,-
chr17,71280188,71280189,0.129032,-
chr17,71280294,71280295,0.1,-
chr17,71280405,71280406,0.16,-
chr17,71280507,71280508,0.2,-
chr17,72205407,72205408,0.110795,+
chr17,72205426,72205427,0.115689,+
chr17,72205959,72205960,0.115942,+
chr17,72205969,72205970,0.106157,+
chr17,72205974,72205975,0.14882,+
chr17,72205976,72205977,0.107143,+
chr17,72205978,72205979,0.125806,+
chr17,72764869,72764870,0.216,+
chr17,72764887,72764888,0.238095,+
chr17,72764916,72764917,0.138889,+
chr17,72765104,72765105,0.151786,+
chr17,72765353,72765354,0.114943,+
chr17,72766753,72766754,0.230769,-
chr17,72833141,72833142,0.1,+
chr17,72833868,72833869,0.129032,+
chr17,72833900,72833901,0.105263,+
chr17,72834557,72834558,0.105263,+
chr17,72834577,72834578,0.1,+
chr17,72835201,72835202,0.102941,+
chr17,72835718,72835719,0.113636,+
chr17,72997511,72997512,0.15625,+
chr17,73000481,73000482,0.106383,+
chr17,73034978,73034979,0.116667,-
chr17,73059286,73059287,0.102564,+
chr17,73059332,73059333,0.1,+
chr17,73059492,73059493,0.202532,+
chr17,73059907,73059908,0.15493,+
chr17,73060184,73060185,0.285714,+
chr17,73061000,73061001,0.134615,+
chr17,73125391,73125392,0.160714,+
chr17,73125498,73125499,0.130435,+
chr17,73125528,73125529,0.121212,+
chr17,73125746,73125747,0.121622,+
chr17,73125814,73125815,0.133333,+
chr17,73126878,73126879,0.127119,-
chr17,73131896,73131897,0.146341,-
chr17,73131960,73131961,0.148649,-
chr17,73132077,73132078,0.140845,-
chr17,73232790,73232791,0.184615,-
chr17,73232922,73232923,0.109091,-
chr17,73232950,73232951,0.133333,-
chr17,73233082,73233083,0.117647,-
chr17,73233684,73233685,0.146667,-
chr17,73233824,73233825,0.25,-
chr17,73258669,73258670,0.10625,+
chr17,73262378,73262379,0.166667,-
chr17,73262417,73262418,0.102564,-
chr17,73262624,73262625,0.1,-
chr17,73262790,73262791,0.193548,-
chr17,73262866,73262867,0.107143,-
chr17,73263835,73263836,0.122449,-
chr17,73269077,73269078,0.122449,-
chr17,73269123,73269124,0.178571,-
chr17,73269200,73269201,0.193548,-
chr17,73269243,73269244,0.117647,-
chr17,73269309,73269310,0.112676,-
chr17,73269561,73269562,0.107438,-
chr17,73279608,73279609,0.106383,-
chr17,73314171,73314172,0.131579,-
chr17,73315366,73315367,0.16129,-
chr17,73316042,73316043,0.255102,-
chr17,73316101,73316102,0.105691,-
chr17,73316505,73316506,0.111111,-
chr17,73495522,73495523,0.100775,+
chr17,73496102,73496103,0.134615,+
chr17,73496134,73496135,0.121951,+
chr17,73496575,73496576,0.2,-
chr17,73497672,73497673,0.147059,-
chr17,73520758,73520759,0.107143,+
chr17,73623090,73623091,0.111111,-
chr17,73702954,73702955,0.109589,+
chr17,73702985,73702986,0.101695,+
chr17,73703143,73703144,0.170732,+
chr17,73703380,73703381,0.115942,+
chr17,73772809,73772810,0.118644,-
chr17,73772819,73772820,0.118421,-
chr17,73772864,73772865,0.121951,-
chr17,73773242,73773243,0.112903,-
chr17,73773551,73773552,0.109091,-
chr17,73773599,73773600,0.234043,-
chr17,73773665,73773666,0.157509,-
chr17,73773935,73773936,0.178082,-
chr17,73774294,73774295,0.121019,-
chr17,73774344,73774345,0.129187,-
chr17,73774438,73774439,0.118812,-
chr17,73774448,73774449,0.105882,-
chr17,73774498,73774499,0.102857,-
chr17,73774549,73774550,0.128571,-
chr17,73789682,73789683,0.236842,+
chr17,73820823,73820824,0.147541,+
chr17,73841874,73841875,0.22973,-
chr17,73842044,73842045,0.101266,-
chr17,73885063,73885064,0.147059,-
chr17,73885487,73885488,0.1875,-
chr17,73885736,73885737,0.243478,-
chr17,73887197,73887198,0.113043,-
chr17,73906034,73906035,0.16129,-
chr17,74035023,74035024,0.236111,-
chr17,74035188,74035189,0.158333,-
chr17,74035233,74035234,0.179487,-
chr17,74035235,74035236,0.123894,-
chr17,74035271,74035272,0.178344,-
chr17,74035353,74035354,0.108108,-
chr17,74035751,74035752,0.1,-
chr17,74042175,74042176,0.161458,-
chr17,74053501,74053502,0.111111,-
chr17,74053537,74053538,0.111888,-
chr17,74057267,74057268,0.115385,-
chr17,74077110,74077111,0.163265,-
chr17,74077129,74077130,0.125,-
chr17,74077237,74077238,0.139241,-
chr17,74077444,74077445,0.14,-
chr17,74078916,74078917,0.122449,-
chr17,74079462,74079463,0.1,-
chr17,74099459,74099460,0.157895,-
chr17,74138725,74138726,0.139535,-
chr17,74139483,74139484,0.121212,-
chr17,74141128,74141129,0.147059,-
chr17,74141190,74141191,0.104167,-
chr17,74148508,74148509,0.129032,-
chr17,74266573,74266574,0.144737,+
chr17,74267235,74267236,0.167702,+
chr17,74383378,74383379,0.105263,+
chr17,74383697,74383698,0.111111,+
chr17,74385658,74385659,0.130435,-
chr17,74385885,74385886,0.113636,-
chr17,74386039,74386040,0.160714,-
chr17,74560576,74560577,0.114458,+
chr17,74673563,74673564,0.26,-
chr17,74676494,74676495,0.209302,-
chr17,74676582,74676583,0.133333,-
chr17,74676712,74676713,0.139535,-
chr17,74719968,74719969,0.1,-
chr17,74729778,74729779,0.111111,+
chr17,74729804,74729805,0.118056,+
chr17,74731111,74731112,0.195122,-
chr17,75091038,75091039,0.114286,+
chr17,75187304,75187305,0.139535,+
chr17,75189584,75189585,0.102041,+
chr17,75210510,75210511,0.128205,+
chr17,75210752,75210753,0.222222,+
chr17,75212705,75212706,0.1125,+
chr17,75495412,75495413,0.105263,+
chr17,75495789,75495790,0.102564,+
chr17,75496353,75496354,0.12766,+
chr17,76045183,76045184,0.166667,+
chr17,76046224,76046225,0.111111,+
chr17,76046885,76046886,0.121951,+
chr17,76101006,76101007,0.102564,+
chr17,76101129,76101130,0.146341,+
chr17,76101978,76101979,0.193548,+
chr17,76102214,76102215,0.28125,+
chr17,76103453,76103454,0.193548,+
chr17,76168013,76168014,0.151899,+
chr17,76168284,76168285,0.107143,+
chr17,76168337,76168338,0.23741,+
chr17,76168367,76168368,0.260606,+
chr17,76168397,76168398,0.129032,+
chr17,76168451,76168452,0.22449,+
chr17,76168667,76168668,0.306306,+
chr17,76168711,76168712,0.112903,+
chr17,76170185,76170186,0.102041,-
chr17,76170788,76170789,0.104762,-
chr17,76170834,76170835,0.106952,-
chr17,76203329,76203330,0.123894,+
chr17,76203699,76203700,0.190476,+
chr17,76203720,76203721,0.27027,+
chr17,76220171,76220172,0.153061,+
chr17,76220331,76220332,0.151515,+
chr17,76220383,76220384,0.108374,+
chr17,76220989,76220990,0.126437,+
chr17,76221050,76221051,0.19403,+
chr17,76221064,76221065,0.108108,+
chr17,76221105,76221106,0.2,+
chr17,76420657,76420658,0.204545,+
chr17,76671166,76671167,0.125,-
chr17,76671799,76671800,0.173077,-
chr17,76694414,76694415,0.12,-
chr17,76792115,76792116,0.209524,-
chr17,76792150,76792151,0.118421,-
chr17,76792350,76792351,0.114286,-
chr17,76792368,76792369,0.133333,-
chr17,76793044,76793045,0.101449,-
chr17,76793151,76793152,0.107143,-
chr17,76793176,76793177,0.130435,-
chr17,76793269,76793270,0.116667,-
chr17,76803140,76803141,0.12069,-
chr17,76850719,76850720,0.114286,-
chr17,76987913,76987914,0.155738,-
chr17,76988166,76988167,0.190083,-
chr17,76988298,76988299,0.100719,-
chr17,76988428,76988429,0.102564,-
chr17,76988958,76988959,0.194444,-
chr17,76989196,76989197,0.116279,-
chr17,76989257,76989258,0.147059,-
chr17,76989358,76989359,0.112676,-
chr17,76989373,76989374,0.192308,-
chr17,76989566,76989567,0.22807,-
chr17,76989623,76989624,0.103093,-
chr17,77084485,77084486,0.103448,+
chr17,77758854,77758855,0.104762,+
chr17,77760110,77760111,0.105882,+
chr17,77760753,77760754,0.142857,+
chr17,77761178,77761179,0.105769,+
chr17,77761213,77761214,0.108108,+
chr17,77761236,77761237,0.117117,+
chr17,77761354,77761355,0.104167,+
chr17,77761792,77761793,0.129032,+
chr17,77807054,77807055,0.113402,-
chr17,77807056,77807057,0.114943,-
chr17,77807118,77807119,0.233333,-
chr17,77807123,77807124,0.111111,-
chr17,77807245,77807246,0.144578,-
chr17,77807404,77807405,0.14,-
chr17,77807436,77807437,0.170455,-
chr17,77807445,77807446,0.104762,-
chr17,77808001,77808002,0.103448,-
chr17,77907427,77907428,0.121212,-
chr17,77912489,77912490,0.121951,-
chr17,77913682,77913683,0.159091,-
chr17,77913736,77913737,0.117647,-
chr17,77984090,77984091,0.140351,-
chr17,78109242,78109243,0.109948,-
chr17,78183956,78183957,0.2,-
chr17,78227114,78227115,0.108108,+
chr17,78227195,78227196,0.121212,+
chr17,78367340,78367341,0.216216,+
chr17,78367618,78367619,0.108108,+
chr17,78440854,78440855,0.166667,-
chr17,78441042,78441043,0.102564,-
chr17,78441091,78441092,0.122449,-
chr17,78441118,78441119,0.22,-
chr17,78441170,78441171,0.1,-
chr17,78441904,78441905,0.135135,-
chr17,78444176,78444177,0.114286,-
chr17,78519358,78519359,0.106383,+
chr17,78939346,78939347,0.117647,+
chr17,78939595,78939596,0.133333,+
chr17,78939830,78939831,0.12766,+
chr17,78940102,78940103,0.166667,+
chr17,78973139,78973140,0.129032,+
chr17,79214970,79214971,0.170635,+
chr17,79215046,79215047,0.107759,+
chr17,79219234,79219235,0.162162,-
chr17,79224716,79224717,0.12069,-
chr17,79224950,79224951,0.163934,-
chr17,79225428,79225429,0.111111,-
chr17,79225573,79225574,0.151515,-
chr17,79225627,79225628,0.129032,-
chr17,79225693,79225694,0.131579,-
chr17,79432613,79432614,0.147059,+
chr17,79433320,79433321,0.121212,+
chr17,79477033,79477034,0.13355,-
chr17,79477054,79477055,0.106719,-
chr17,79477116,79477117,0.277868,-
chr17,79477233,79477234,0.131868,-
chr17,79477286,79477287,0.104121,-
chr17,79477316,79477317,0.122699,-
chr17,79477622,79477623,0.10031,-
chr17,79477638,79477639,0.107083,-
chr17,79477640,79477641,0.145707,-
chr17,79479305,79479306,0.121457,-
chr17,79523959,79523960,0.105882,-
chr17,79524347,79524348,0.125,-
chr17,79524442,79524443,0.159574,-
chr17,79525656,79525657,0.125,-
chr17,79526020,79526021,0.112069,-
chr17,79536102,79536103,0.106383,-
chr17,79640263,79640264,0.11039,+
chr17,79640421,79640422,0.146067,+
chr17,79640855,79640856,0.111111,+
chr17,79640903,79640904,0.232877,+
chr17,79648512,79648513,0.117188,-
chr17,79648731,79648732,0.11,-
chr17,79674188,79674189,0.100719,+
chr17,79674413,79674414,0.155242,+
chr17,79674430,79674431,0.228188,+
chr17,79674466,79674467,0.28866,+
chr17,79678040,79678041,0.102564,+
chr17,79780986,79780987,0.308458,-
chr17,79801069,79801070,0.154605,-
chr17,79801107,79801108,0.151786,-
chr17,79801113,79801114,0.202532,-
chr17,79801129,79801130,0.126195,-
chr17,79801157,79801158,0.14311,-
chr17,79801201,79801202,0.141689,-
chr17,79801279,79801280,0.133652,-
chr17,79801351,79801352,0.145078,-
chr17,79801387,79801388,0.119149,-
chr17,79801415,79801416,0.153623,-
chr17,79801504,79801505,0.178715,-
chr17,79801507,79801508,0.233607,-
chr17,79801514,79801515,0.21519,-
